Account,Followers,Quality_Audience,ER,Est_Post_Price,Avg_Reels_View,Category,Interests,Turkey,Comment_Rate,Score,Sponsored_Reels_View,Campaign_Reach,Performance_Ratio,Cost_Per_Reach,Link_Clicks,Cost_Per_Click,Actual_Campaign_Cost
utkucomert,1745,1419,4.813754,20.0,3428,"Music, Music Tour, Singer, Headphones, Entertainment, Theater, Pop Art, Dance, Social Clubs, Standup","Entertainment : 91%, Music : 86%, Theater : 86%, Dance : 76%, Stand-up Comedy : 68%, Film & Television : 39%, Social Issues : 28%, Unboxings : 22%, Politics : 21%",64,0.25,80,,,,,,,
muberra_celebi,2099,1418,5.645545,20.0,1848,"Climate Change, Science, Social Organisations, Personal Development, Social Issues, Calisthenics, Nonprofit Organizations, Biology, Global Warming, Hiking & Trekking","Social Issues : 61%, Hiking & Trekking : 56%, Traveling : 53%, Ecology : 50%, Health & Medicine : 48%, Fashion : 46%, Film & Television : 46%, Politics : 45%, Outdoor Camping : 45%, Fitness & Bodybuilding : 44%, Yoga : 41%, Snowboarding : 41%, Beauty : 39%, Theater : 39%, Entertainment : 37%, Educational : 35%, Business and Careers : 35%, Volleyball : 34%, Unboxings : 32%, Dance : 31%, Modeling : 31%, Philanthropy & Charity : 30%, Meditative Practices : 29%, Parenting & Relationships : 29%, Photography : 28%",62,0.2,80,,,,,,,
nakemgsk,2007,1408,7.847534,20.0,6840,"Political Leaders, Politics, Social Issues, Church, Political Shows, Religious Organizations, Pastor, Football & Soccer, Romantic Relationships & Dating, Love & Intimacy","Politics : 86%, Social Issues : 86%, Film & Television : 80%, Entertainment : 61%, Theater : 51%, Religion : 38%, Business and Careers : 37%, Unboxings : 33%, Football & Soccer : 33%, Traveling : 25%, Music : 25%, Dance : 25%, Volleyball : 25%, Parenting & Relationships : 25%, Philanthropy & Charity : 25%, Fashion : 24%, Beauty : 24%, Finance & Accounting : 21%",70,0.25,80,,,,,,,
spkadingenc34,1796,1406,7.238307,20.0,1707,"Politics, Religious Organizations, Political Leaders, Social Organisations, Social Issues, Nonprofit Organizations, Career, Government, Charity, Political Shows","Politics : 94%, Social Issues : 92%, Film & Television : 77%, Business and Careers : 58%, Religion : 54%, Finance & Accounting : 46%, Entertainment : 43%, Philanthropy & Charity : 42%, Educational : 37%, Parenting & Relationships : 31%, Theater : 30%, Unboxings : 29%, Fashion : 22%, Beauty : 22%, Traveling : 21%, Health & Medicine : 20%, Football & Soccer : 20%",81,0.25,80,,,,,,,
alisah_93,2230,1404,10.672646,20.0,10093,"Sports, Boxing, Rugby, Volleyball, Golf, Kids Sports, Handball, Baseball, Basketball, Football & Soccer","Fitness & Bodybuilding : 79%, Running & Athletics : 78%, Wrestling : 78%, Volleyball : 74%, Boxing : 74%, Basketball : 65%, Motorsports : 62%, Football & Soccer : 62%, Baseball : 60%, Snowboarding : 51%, Physics : 50%, Yoga : 49%, Tennis : 48%, Skateboarding : 46%, Health & Medicine : 41%, Traveling : 40%, Politics : 38%, Social Issues : 38%, Fashion : 37%, Hiking & Trekking : 36%, Ice Hockey : 35%, American Football : 35%, Motorcycles : 34%, Film & Television : 29%, Beauty : 28%",75,0.2,80,,,,,,,
jinn.mma,1763,1399,6.721497,20.0,3554,"Football & Soccer, Handball, Sports, Boxing, Volleyball, Wrestling, Rugby, Baseball, American Football, Cricket","Volleyball : 94%, Football & Soccer : 93%, Baseball : 92%, Basketball : 87%, American Football : 81%, Wrestling : 71%, Boxing : 67%, Politics : 66%, Tennis : 65%, Social Issues : 54%, Fitness & Bodybuilding : 50%, Ice Hockey : 46%, Film & Television : 42%, Running & Athletics : 41%, Entertainment : 40%, Stand-up Comedy : 33%, Traveling : 31%, Business and Careers : 30%, Fashion : 30%, Dance : 29%, Yoga : 27%, Theater : 27%, Health & Medicine : 25%, Motorsports : 24%, Physics : 23%",79,0.43,80,,,,,,,
cansunun.blogu,1686,1398,17.200474,20.0,3401,,,79,1.93,80,,,,,,,
341triatlon,1768,1397,8.85181,20.0,3416,"Running, Cycling, Trail Running, Mountain Biking, Bicycles, Skateboarding, Outdoor Activities, Snowboarding, Gym & Fitness, Rock Climbing","Motorsports : 89%, Snowboarding : 88%, Running & Athletics : 88%, Skateboarding : 82%, Fitness & Bodybuilding : 64%, Hiking & Trekking : 51%, Surfing : 50%, Motorcycles : 48%, Yoga : 46%, Volleyball : 41%, Health & Medicine : 37%, Physics : 36%, Politics : 34%, Social Issues : 34%, Traveling : 33%, Fashion : 31%, Football & Soccer : 29%, Wrestling : 28%, Theater : 25%, Entertainment : 25%, Film & Television : 24%, Business and Careers : 22%, Basketball : 22%, Dance : 22%, Boxing : 21%",73,0.6,90,,,,,,,
preciouscerenlyt,2168,1395,9.45572,20.0,493,"Beauty Health, Skincare, Beauty Tutorials, Beauty Tips & Hacks, Haircare, Makeup, Organic Beauty, Hair Health, Fragrance, Beauty","Beauty : 70%, Skincare : 67%, Makeup : 65%, Haircare : 62%, Nail Care : 61%, Fashion : 47%, Luxury : 40%, Unboxings : 39%, Modeling : 32%, Health & Medicine : 25%, Politics : 25%, Traveling : 24%, Parenting & Relationships : 24%, Social Issues : 22%, Film & Television : 21%, DIY Projects : 20%",65,0.21,80,,,,,,,
mehmetengin.tr,2079,1391,7.792208,20.0,1868,"Headphones, Music, Music Tour, Entertainment, Social Clubs, Singer, Standup, Theater","Entertainment : 87%, Music : 82%, Theater : 78%, Stand-up Comedy : 71%, Dance : 69%, Film & Television : 37%, Technology & Gadgets : 34%, Automobiles : 23%, Motorcycles : 23%",64,0.28,80,,,,,,,
dilarakul,2069,1388,6.186564,20.0,3857,"Baking, Desserts, Kids Food, Recipes, Food, Food Reviews, Vegan Food, Smoothies, Food & Beverages, Coffee","Coffee Culture : 73%, Gastronomy : 71%, Cooking : 71%, Grilling & BBQ : 58%, Nutritious Foods : 53%, Tea : 31%, Unboxings : 29%, Film & Television : 29%, Children's Games & Toys : 27%, Dining & Nightlife : 23%, DIY Projects : 22%, Parenting & Relationships : 20%, Entertainment : 20%, Handicrafts : 20%",60,0.28,80,,,,,,,
recep_sahin3455,2026,1388,7.082922,20.0,1997,"Martial Arts, Boxing, Wrestling, Cardio Training, Gym & Fitness, Sports, Weightlifting, Basketball, Gymnastics, Functional Training","Fitness & Bodybuilding : 85%, Wrestling : 84%, Boxing : 78%, Volleyball : 74%, Football & Soccer : 65%, Physics : 64%, Basketball : 63%, Social Issues : 62%, Yoga : 60%, Baseball : 57%, Politics : 56%, Traveling : 54%, Health & Medicine : 51%, Film & Television : 45%, Running & Athletics : 44%, Fashion : 40%, Tennis : 32%, Beauty : 31%, American Football : 30%, Hiking & Trekking : 29%, Entertainment : 28%, Business and Careers : 28%, Religion : 26%, Unboxings : 24%, Dance : 22%",68,0.24,80,,,,,,,
nazantastan1,2096,1387,5.009542,20.0,930,"Love & Intimacy, Romantic Relationships & Dating, Social Issues, Religion & Spirituality, Books, Religious Organizations, Politics, Cultural & Historical Travel, Sex & Sexuality, Political Leaders","Politics : 65%, Film & Television : 64%, Social Issues : 60%, Entertainment : 52%, Theater : 44%, Fashion : 43%, Traveling : 42%, Unboxings : 36%, Religion : 35%, Business and Careers : 31%, Beauty : 28%, Modeling : 25%, Hiking & Trekking : 24%, Parenting & Relationships : 23%, Dance : 23%, Photography : 22%, Luxury : 21%, Educational : 21%, Music : 20%",67,0.66,80,,,,,,,
hogirornekofficial,1782,1384,5.274972,20.0,18278,"Gym & Fitness, Weightlifting, Bodybuilding, Men's Health, Cardio Training, Stretching, Functional Training, Gymnastics, Powerlifting, Yoga","Yoga : 97%, Fitness & Bodybuilding : 95%, Physics : 90%, Health & Medicine : 85%, Wrestling : 79%, Traveling : 71%, Boxing : 62%, Fashion : 56%, Running & Athletics : 51%, Beauty : 44%, Science : 39%, Modeling : 33%, Hiking & Trekking : 32%, Dance : 32%, Volleyball : 31%, Biology : 31%, Social Issues : 27%, Luxury : 25%, Makeup : 24%, Chemistry : 21%, Skincare : 20%, Dining & Nightlife : 20%, Nutritious Foods : 20%, Film & Television : 20%",64,0.3,80,,,,,,,
alican_baris_,2227,1382,15.783565,20.0,101208,"Social Issues, Politics, Social Organisations, Love & Intimacy, Political Leaders, Astronomy & Space, Nuclear Power, Climate Change, Travel Agencies, Cultural & Historical Travel","Politics : 87%, Social Issues : 84%, Film & Television : 71%, Traveling : 52%, Hiking & Trekking : 42%, Religion : 36%, Entertainment : 34%, Ecology : 33%, Football & Soccer : 32%, Unboxings : 28%, Outdoor Camping : 27%, Space Exploration : 27%, Business and Careers : 26%, Theater : 26%, Pet Care : 26%, Fashion : 25%, Beauty : 25%, Space & Astronomy : 24%, Volleyball : 24%, Technology & Gadgets : 23%, Philanthropy & Charity : 22%, Finance & Accounting : 20%, Parenting & Relationships : 20%, Motorcycles : 20%",83,0.92,80,,,,,,,
pt.harun,1621,1381,5.644664,20.0,6014,"TRX, Gym & Fitness, Functional Training, Gymnastics, Cardio Training, Weightlifting, Bodybuilding, Stretching, Powerlifting, Sports","Fitness & Bodybuilding : 97%, Running & Athletics : 95%, Yoga : 92%, Physics : 88%, Wrestling : 87%, Boxing : 78%, Health & Medicine : 77%, Volleyball : 52%, Motorsports : 50%, Snowboarding : 44%, Basketball : 41%, Hiking & Trekking : 40%, Traveling : 37%, Biology : 35%, Skateboarding : 32%, Football & Soccer : 31%, Fashion : 30%, Baseball : 29%, Social Issues : 26%, Beauty : 24%, Nutritious Foods : 24%, Politics : 22%",64,0.2,80,,,,,,,
btpistanbulgenclik,1670,1379,7.185629,20.0,2205,"Politics, Political Leaders, Social Issues, Government, Social Organisations, Religious Organizations, Political Shows, Social Studies Education, Friendship, Nonprofit Organizations","Politics : 98%, Social Issues : 95%, Film & Television : 83%, Religion : 54%, Business and Careers : 53%, Philanthropy & Charity : 41%, Entertainment : 39%, Finance & Accounting : 37%, Theater : 31%, Unboxings : 23%, Football & Soccer : 22%, Parenting & Relationships : 22%, Educational : 21%",77,0.17,80,,,,,,,
suleymanboz.1,2045,1374,29.242054,20.0,6433,"Motherhood, Romantic Relationships & Dating, Wedding, Children Wear, Blended Families, Love & Intimacy, Sales & Marketing, Personal Development, Family & Parenting, Startups","Fashion : 61%, Beauty : 58%, Unboxings : 45%, Luxury : 42%, Parenting & Relationships : 41%, Modeling : 40%, Film & Television : 38%, Business and Careers : 38%, Traveling : 37%, Health & Medicine : 34%, Makeup : 34%, Theater : 34%, Social Issues : 33%, Skincare : 33%, Entertainment : 32%, Politics : 32%, Dance : 31%, Haircare : 26%, Yoga : 25%, Nail Care : 25%, Finance & Accounting : 24%, Children's Games & Toys : 24%, Hiking & Trekking : 23%, Philanthropy & Charity : 23%, Fitness & Bodybuilding : 22%",64,0.2,80,,,,,,,
muratcerrahogluu,1874,1367,6.803629,20.0,4397,"Music, Singer, Music Tour, Headphones, Entertainment, Social Clubs, Theater, Dance, Pop Art","Entertainment : 93%, Music : 85%, Theater : 83%, Dance : 75%, Stand-up Comedy : 62%, Film & Television : 48%, Social Issues : 34%, Politics : 27%, Religion : 23%",63,0.17,80,,,,,,,
atalay.kabakcioglu,1827,1366,5.446086,20.0,1837,"Haircare, Hair Health, Barbershops, Beauty Tutorials, Beauty Tips & Hacks, Beauty Health, Makeup, Professional Associations, Career","Social Issues : 59%, Entertainment : 56%, Politics : 54%, Film & Television : 54%, Volleyball : 42%, Business and Careers : 41%, Beauty : 40%, Fashion : 40%, Theater : 40%, Football & Soccer : 39%, Dance : 36%, Traveling : 34%, Makeup : 34%, Finance & Accounting : 33%, Skincare : 33%, Haircare : 30%, Unboxings : 29%, Music : 29%, Stand-up Comedy : 29%, Health & Medicine : 28%, American Football : 28%, Baseball : 28%, Nail Care : 25%, Modeling : 24%, Technology & Gadgets : 23%",72,0.21,80,,,,,,,
sehirlersizinolsun,1807,1365,6.862203,20.0,1515,"Hiking & Trekking, Outdoor Activities, Mountains, Wildlife & Nature, Outdoor Lifestyle, Kayaking, Camping, Ecology, Geology, Rock Climbing","Hiking & Trekking : 88%, Ecology : 86%, Snowboarding : 78%, Outdoor Camping : 68%, Traveling : 67%, Social Issues : 47%, Pet Care : 47%, Surfing : 45%, Skateboarding : 37%, Motorsports : 32%, Space Exploration : 31%, Politics : 31%, Motorcycles : 30%, Film & Television : 28%, Fashion : 27%, Yachting & Sailing : 25%, Beauty : 22%, Volleyball : 22%, Photography : 22%, Space & Astronomy : 21%",66,0.25,80,,,,,,,
fikirmarifet,1687,1365,5.245999,20.0,1247,"Sewing, Handmade & DIY, Knitting, Accessories, Workwear, Vintage Fashion, Jewellery Making, Crafts, Collectibles, Baby Fashion","DIY Projects : 64%, Handicrafts : 60%, Unboxings : 48%, Interior Design : 45%, Property & Real Estate : 38%, Architecture & Design : 35%, Luxury : 32%, Parenting & Relationships : 32%, Fashion : 32%, Politics : 27%, Children's Games & Toys : 27%, Social Issues : 25%, Film & Television : 24%, Entertainment : 21%",73,0.55,90,,,,,,,
fundagunesahin,1840,1361,7.961957,20.0,1179,"Love & Intimacy, Romantic Relationships & Dating, Family & Parenting, Motherhood, Single Parenting, Parenting Hacks & Tips, Toddler Activities, Blended Families, Newborn Care, Wedding","Fashion : 50%, Parenting & Relationships : 50%, Social Issues : 47%, Unboxings : 44%, Beauty : 43%, Film & Television : 42%, Politics : 38%, Traveling : 34%, Entertainment : 33%, Business and Careers : 30%, Modeling : 29%, Children's Games & Toys : 29%, Luxury : 28%, Theater : 27%, Philanthropy & Charity : 27%, Health & Medicine : 26%, Makeup : 24%, Religion : 23%, Skincare : 23%, Dance : 22%, DIY Projects : 20%",48,0.26,80,,,,,,,
okanoktem,1728,1359,7.060185,20.0,193115,Dance,"Entertainment : 90%, Theater : 81%, Dance : 81%, Music : 65%, Film & Television : 64%, Stand-up Comedy : 38%, Fashion : 36%, Politics : 28%, Traveling : 27%, Social Issues : 21%, Unboxings : 21%, Beauty : 20%, Modeling : 20%, Cosplay : 20%, Yoga : 20%",69,0.26,80,,,,,,,
aytenheryerde2,1741,1355,5.025847,20.0,2988,"Travel, Travel Agencies, Cultural & Historical Travel, Hiking & Trekking, Beautiful Nature, Weather & Climate, Solar Power, Natural Disasters, Ecology, Climate Change","Hiking & Trekking : 87%, Ecology : 84%, Traveling : 83%, Outdoor Camping : 76%, Space Exploration : 74%, Space & Astronomy : 46%, Social Issues : 44%, Film & Television : 43%, Photography : 43%, Politics : 34%, Snowboarding : 31%, Entertainment : 24%, Theater : 22%, Dining & Nightlife : 21%",60,0.2,80,,,,,,,
ersinmert_,1788,1346,9.955257,20.0,2269,"Love & Intimacy, Personal Development, Family & Parenting, Self-Care, Romantic Relationships & Dating, Newborn Care, Motherhood, Child Health, Climate Change, Women's Health","Beauty : 56%, Fashion : 54%, Health & Medicine : 50%, Traveling : 49%, Parenting & Relationships : 42%, Hiking & Trekking : 42%, Unboxings : 41%, Yoga : 41%, Social Issues : 40%, Fitness & Bodybuilding : 40%, Luxury : 37%, Volleyball : 35%, Skincare : 35%, Modeling : 35%, Politics : 34%, Makeup : 34%, Business and Careers : 31%, Theater : 31%, Film & Television : 30%, Dance : 29%, Haircare : 28%, Entertainment : 27%, Philanthropy & Charity : 26%, Meditative Practices : 26%, Snowboarding : 26%",85,0.26,80,,,,,,,
selingzlck,1669,1341,7.938886,20.0,1463,"Love & Intimacy, Romantic Relationships & Dating, Social Issues, Sex & Sexuality, Travel Agencies, Religion & Spirituality, Climate Change, Pastor, Cultural & Historical Travel, Political Leaders","Social Issues : 61%, Film & Television : 58%, Politics : 57%, Traveling : 54%, Fashion : 53%, Beauty : 44%, Entertainment : 43%, Unboxings : 41%, Theater : 39%, Parenting & Relationships : 30%, Modeling : 30%, Hiking & Trekking : 29%, Luxury : 28%, Business and Careers : 28%, Makeup : 28%, Religion : 28%, Health & Medicine : 27%, Dance : 26%, Skincare : 24%, Yoga : 20%, Photography : 20%",64,0.21,80,,,,,,,
akkayadenizofficial,1674,1340,6.451613,20.0,2246,,"Entertainment : 91%, Music : 86%, Theater : 84%, Dance : 74%, Stand-up Comedy : 68%, Film & Television : 40%, Social Issues : 28%, Politics : 24%",62,0.24,80,,,,,,,
dr.yusufalihanoglu,1710,1338,7.192982,20.0,1092,"Medical Research, Health Issues, Health & Medicine, Medicine, Medical Education, Alternative Medicine, Mental Health, Neuroscience, Sleep Health, Personal Development","Health & Medicine : 70%, Social Issues : 63%, Politics : 59%, Yoga : 56%, Fitness & Bodybuilding : 52%, Film & Television : 45%, Business and Careers : 40%, Meditative Practices : 40%, Finance & Accounting : 38%, Biology : 34%, Fashion : 33%, Traveling : 33%, Unboxings : 33%, Entertainment : 32%, Philanthropy & Charity : 29%, Beauty : 29%, Theater : 29%, Parenting & Relationships : 28%, Religion : 28%, Educational : 28%, Volleyball : 27%, Dance : 27%, Physics : 27%, Skincare : 24%, Football & Soccer : 23%",72,0.22,80,,,,,,,
yaseebastk,1855,1336,11.859838,20.0,7021,"Home Decor, Home Renovation, Furniture Stores, Architecture, Real Estate, Smart Home, Hotels, Decoration, Woodworking, Crafts","Philanthropy & Charity : 90%, Motorcycles : 88%, Property & Real Estate : 87%, Religion : 83%, Handicrafts : 79%, Fashion : 37%, Dance : 35%, Anime, Manga & Comics : 34%, DIY Projects : 30%, Sustainability : 24%, Parenting & Relationships : 22%",80,0.77,90,,,,,,,
erkinaylinozkul,1688,1329,5.035545,20.0,952,"Travel Agencies, Travel, Romantic Relationships & Dating, Cultural & Historical Travel, Love & Intimacy, Shopping & Fashion Travel, Relocation, Climate Change, Weather & Climate, Smartphones","Fashion : 66%, Traveling : 63%, Beauty : 54%, Unboxings : 41%, Modeling : 39%, Politics : 37%, Social Issues : 36%, Luxury : 35%, Film & Television : 35%, Parenting & Relationships : 28%, Hiking & Trekking : 27%, Makeup : 26%, Dining & Nightlife : 22%, Health & Medicine : 21%, Entertainment : 21%, Skincare : 20%",65,0.27,80,,,,,,,
truvali_17,1834,1321,5.916031,20.0,6071,"Drones, Travel Agencies, Space Exploration, Natural Disasters, Underwater Photography","Hiking & Trekking : 89%, Ecology : 87%, Traveling : 85%, Space Exploration : 81%, Outdoor Camping : 80%, Film & Television : 61%, Space & Astronomy : 57%, Social Issues : 46%, Snowboarding : 46%, Politics : 42%, Photography : 41%, Yachting & Sailing : 41%, Entertainment : 37%, Technology & Gadgets : 31%, Theater : 30%, Surfing : 28%, Aviation : 24%",64,0.18,80,,,,,,,
feridenariyan,1715,1318,6.034985,20.0,866,"Pottery, Crafts, Candle Making, Ceramic Art, Tarot Cards, Handmade & DIY, Woodworking, Decoration, Rune Stones, Pop Art","Handicrafts : 72%, DIY Projects : 71%, Architecture & Design : 57%, Property & Real Estate : 44%, Entertainment : 43%, Theater : 39%, Interior Design : 36%, Technology & Gadgets : 35%, Film & Television : 35%, Anime, Manga & Comics : 30%, Music : 29%, Stand-up Comedy : 29%, Photography : 26%, Dance : 24%, Wine : 24%, Unboxings : 23%, Children's Games & Toys : 21%, Social Issues : 20%",64,0.26,80,,,,,,,
gencrefahbasaksehir,1547,1318,4.880414,20.0,2873,"Political Leaders, Politics, Social Organisations, Social Issues, Social Studies Education, Nonprofit Organizations, Religious Organizations, Government, Political Shows, Career","Politics : 95%, Social Issues : 94%, Film & Television : 73%, Business and Careers : 59%, Philanthropy & Charity : 56%, Religion : 48%, Entertainment : 46%, Finance & Accounting : 44%, Theater : 35%, Parenting & Relationships : 29%, Educational : 28%, Unboxings : 27%, Football & Soccer : 26%, Health & Medicine : 21%, Fashion : 20%",82,0.25,80,,,,,,,
yesimdaglimuzik,2034,1315,6.907571,20.0,291,Theater,"Film & Television : 68%, Entertainment : 68%, Politics : 64%, Theater : 63%, Social Issues : 50%, Fashion : 47%, Traveling : 44%, Unboxings : 38%, Beauty : 36%, Dance : 34%, Music : 28%, Modeling : 28%, Religion : 24%, Luxury : 24%, Photography : 22%",61,0.6,80,,,,,,,
ismaildoganay__,1508,1311,7.19496,20.0,25065,"Social Clubs, Chess, Cultural & Historical Travel, Political Shows, Hobbies, Camping, Politics, Watches, Boats, Movies & TV Shows","Politics : 65%, Social Issues : 64%, Film & Television : 60%, Theater : 49%, Entertainment : 44%, Traveling : 44%, Unboxings : 37%, Fashion : 36%, Technology & Gadgets : 34%, Hiking & Trekking : 32%, Handicrafts : 28%, Music : 27%, Luxury : 27%, Volleyball : 26%, Dance : 26%, DIY Projects : 25%, Business and Careers : 25%, Stand-up Comedy : 25%, Football & Soccer : 24%, Parenting & Relationships : 24%, Beauty : 23%, Children's Games & Toys : 23%, Modeling : 22%, Health & Medicine : 21%, Religion : 21%",84,1.35,80,,,,,,,
ehazalarpalik,1400,1307,10.571429,20.0,1026,"Motherhood, Single Parenting, Family & Parenting, Love & Intimacy, Parenting Hacks & Tips, Child Health, Romantic Relationships & Dating, Toddler Activities, Children Wear, Blended Families","Fashion : 58%, Parenting & Relationships : 54%, Beauty : 51%, Unboxings : 45%, Health & Medicine : 42%, Luxury : 37%, Traveling : 36%, Social Issues : 34%, Modeling : 34%, Children's Games & Toys : 30%, Skincare : 29%, Makeup : 29%, Politics : 28%, Film & Television : 26%, Yoga : 25%, Business and Careers : 24%, Haircare : 22%, Philanthropy & Charity : 21%, Fitness & Bodybuilding : 21%, Entertainment : 20%, Dance : 20%, Hiking & Trekking : 20%",67,0.9,90,,,,,,,
cnrgzn,1688,1306,12.559242,20.0,6187,"Vehicles, Cars, Electric Cars, Luxury Cars, Motorbikes, Personal Computers, Relocation","Automobiles : 86%, Motorcycles : 85%, Technology & Gadgets : 81%, Motorsports : 65%, Entertainment : 64%, Stand-up Comedy : 54%, Film & Television : 51%, Politics : 47%, Skateboarding : 46%, Social Issues : 41%, Dance : 40%, Theater : 40%, Traveling : 40%, Music : 37%, Fashion : 30%, AI & Machine Learning : 30%, Volleyball : 22%, Football & Soccer : 22%, Modeling : 22%, Photography : 21%, Aviation : 21%, Hiking & Trekking : 20%, Beauty : 20%",85,0.71,90,,,,,,,
cananalkim.art,1617,1299,6.586271,20.0,1729,"Art, Painting, Street Art, Digital Art, Art & Design, 3D Printing, Ceramic Art, Calligraphy, Sculpture, Pop Art","Photography : 85%, Handicrafts : 84%, DIY Projects : 81%, Anime, Manga & Comics : 72%, Architecture & Design : 69%, Literature : 59%, Theater : 57%, Entertainment : 45%, Film & Television : 39%, Interior Design : 28%, Property & Real Estate : 27%, Dance : 27%, Music : 26%, Unboxings : 22%, Cosplay : 22%",50,0.19,80,,,,,,,
dt.mehtapacerfidan,1657,1298,6.819553,20.0,2369,"Personal Development, Mental Health, Sleep Health, Love & Intimacy, Health Issues, Medical Research, Health & Medicine, Alternative Medicine, Women's Health, Eye Health","Politics : 62%, Social Issues : 62%, Fashion : 49%, Film & Television : 46%, Beauty : 46%, Health & Medicine : 44%, Unboxings : 44%, Business and Careers : 43%, Traveling : 42%, Parenting & Relationships : 40%, Skincare : 34%, Makeup : 33%, Entertainment : 32%, Finance & Accounting : 31%, Haircare : 31%, Theater : 29%, Luxury : 28%, Yoga : 27%, Modeling : 25%, Philanthropy & Charity : 25%, Religion : 24%, Volleyball : 24%, Meditative Practices : 24%, Nail Care : 23%, Hiking & Trekking : 21%",76,0.32,80,,,,,,,
muhtarmehmetoz,1728,1297,4.571759,20.0,1832,"Politics, Social Issues, Social Organisations, Political Leaders, Social Studies Education, Relocation, Political Shows, Nonprofit Organizations, Real Estate, Online Education","Social Issues : 84%, Politics : 83%, Film & Television : 64%, Business and Careers : 47%, Entertainment : 44%, Finance & Accounting : 39%, Theater : 38%, Unboxings : 35%, Fashion : 35%, Philanthropy & Charity : 30%, Religion : 30%, Traveling : 28%, Parenting & Relationships : 28%, Football & Soccer : 27%, Beauty : 26%, Health & Medicine : 24%, Volleyball : 23%, Dance : 21%, Music : 21%, Technology & Gadgets : 21%, Handicrafts : 20%, Luxury : 20%",74,0.24,80,,,,,,,
baharmuzikatolyesi,1781,1296,7.636159,20.0,2391,"Music, Music Tour, Singer, Headphones, Entertainment, Theater, Social Clubs, Dance, Pop Art","Entertainment : 92%, Theater : 86%, Music : 86%, Dance : 71%, Stand-up Comedy : 61%, Film & Television : 40%, Social Issues : 32%, Politics : 27%, Religion : 24%",61,0.31,80,,,,,,,
tekinycl,1887,1292,5.590885,20.0,2413,"Travel, Cultural & Historical Travel, Solar Power, Hiking & Trekking, Travel Agencies, Geology, Beautiful Nature, Camping, Climate Change, Outdoor Lifestyle","Traveling : 75%, Hiking & Trekking : 73%, Ecology : 57%, Outdoor Camping : 51%, Photography : 45%, Space Exploration : 43%, Fashion : 41%, Film & Television : 40%, Social Issues : 39%, Beauty : 30%, Entertainment : 29%, Politics : 29%, Space & Astronomy : 28%, Theater : 28%, Modeling : 27%, Luxury : 25%, Snowboarding : 25%, Unboxings : 24%, Dance : 22%",60,0.23,80,,,,,,,
burakk_171,1654,1292,9.159613,20.0,28232,"Airplanes, Drones, Skydiving","Aviation : 94%, Automobiles : 93%, Motorcycles : 91%, Technology & Gadgets : 87%, Ecology : 86%, Hiking & Trekking : 80%, Yachting & Sailing : 76%, Outdoor Camping : 76%, Space Exploration : 75%, Motorsports : 65%, Traveling : 64%, Snowboarding : 57%, Film & Television : 56%, Space & Astronomy : 53%, Skateboarding : 46%, Politics : 45%, AI & Machine Learning : 44%, Social Issues : 40%, Surfing : 34%, Boxing : 30%, Baseball : 29%, Photography : 29%, Football & Soccer : 25%, Entertainment : 23%, Wrestling : 23%",66,0.26,80,,,,,,,
opdrozgurismailturk,1771,1291,6.126482,20.0,2302,"Medical Research, Alternative Medicine, Medicine, Mental Health, Health & Medicine, Health Issues, Medical Education, Eye Health, Women's Health, Sleep Health","Politics : 64%, Social Issues : 61%, Health & Medicine : 57%, Film & Television : 47%, Traveling : 43%, Yoga : 41%, Unboxings : 39%, Beauty : 39%, Fashion : 36%, Parenting & Relationships : 34%, Business and Careers : 32%, Volleyball : 32%, Fitness & Bodybuilding : 31%, Skincare : 31%, Theater : 31%, Entertainment : 30%, Meditative Practices : 29%, Hiking & Trekking : 28%, Finance & Accounting : 27%, Football & Soccer : 26%, Makeup : 25%, Religion : 25%, Philanthropy & Charity : 24%, Biology : 23%, Luxury : 22%",61,0.19,80,,,,,,,
sizma.kasabasi,1832,1290,7.805677,20.0,1970,"Cultural & Historical Travel, Travel Agencies, Travel, Hiking & Trekking, Climate Change, Beautiful Nature, Weather & Climate, Solar Power, Natural Disasters, National Parks","Traveling : 65%, Hiking & Trekking : 63%, Film & Television : 60%, Ecology : 53%, Social Issues : 52%, Politics : 47%, Outdoor Camping : 47%, Space Exploration : 43%, Photography : 39%, Fashion : 33%, Entertainment : 32%, Theater : 32%, Beauty : 32%, Space & Astronomy : 31%, Unboxings : 26%, Snowboarding : 22%, Modeling : 22%, Luxury : 21%",69,0.29,80,,,,,,,
gizeww,1756,1290,4.869021,20.0,1947,"Travel, Travel Agencies, Cultural & Historical Travel, Romantic Relationships & Dating, Solar Power, Love & Intimacy, Climate Change, Hiking & Trekking, Relocation, Beautiful Nature","Traveling : 76%, Fashion : 75%, Beauty : 58%, Hiking & Trekking : 49%, Modeling : 47%, Luxury : 37%, Unboxings : 34%, Social Issues : 32%, Film & Television : 31%, Dance : 28%, Yoga : 27%, Fitness & Bodybuilding : 27%, Health & Medicine : 27%, Photography : 26%, Makeup : 26%, Politics : 26%, Entertainment : 22%, Parenting & Relationships : 21%, Theater : 21%, Outdoor Camping : 21%, Volleyball : 20%",46,0.33,80,,,,,,,
